DAUID,Province,DA Population,Residential Instability,Ethno-cultural Composition,Economic Dependency,Situational Vulnerability
35430966,Ontario,855,-0.97,-0.637,-1.389,-0.788
35430967,Ontario,705,-1.15,-0.565,0.232,-0.526
35430968,Ontario,455,-1.064,-0.776,-0.673,-0.732
35430969,Ontario,1105,-0.233,-0.601,1.103,-0.482
35430970,Ontario,770,-0.349,-0.604,0.526,-0.523
35430971,Ontario,535,-0.979,-0.744,-0.607,-0.576
35430972,Ontario,900,-0.846,-0.38,-0.386,-0.215
35430973,Ontario,460,-0.79,-0.142,0.292,-0.184
35430974,Ontario,500,-0.848,-0.108,0.334,-0.462
35430975,Ontario,440,-0.793,0.083,0.294,-0.527
35430976,Ontario,650,-0.564,-0.175,-0.776,-0.199
35430977,Ontario,450,-1.086,-0.411,-0.534,-0.186
35430978,Ontario,560,-0.846,-0.221,0.428,-0.19
35430979,Ontario,500,-0.325,-0.142,-0.424,-0.336
35430980,Ontario,400,-1.049,-0.493,-0.576,-0.509
35430981,Ontario,660,-0.74,-0.503,-0.773,-0.6
35430982,Ontario,360,-0.29,-0.347,1.1,0.42
35430983,Ontario,475,-0.128,-0.679,-0.386,-0.32
35430984,Ontario,710,-0.357,-0.359,0.385,-0.102
35430985,Ontario,410,-0.836,-0.507,0.217,-0.025
35430986,Ontario,470,-0.908,-0.604,-0.915,-0.466
35430988,Ontario,1755,-0.182,0.203,-0.93,-0.273
35430989,Ontario,1305,0.094,0.289,-1.096,-0.014
35430992,Ontario,660,-0.717,-0.19,-0.496,-0.741
35430993,Ontario,415,-0.383,-0.036,-1.038,-0.057
35430994,Ontario,555,-0.465,0.309,-1.306,-0.199
35430995,Ontario,635,-0.392,0.315,-1.181,-0.1
35430996,Ontario,465,-0.106,-0.122,-1.026,0.721
35430997,Ontario,430,-0.167,-0.149,-1.405,0.002
35430998,Ontario,800,-0.32,0.163,-0.801,-0.329
35430999,Ontario,385,0.679,0.218,-0.888,-0.111
35431000,Ontario,490,0.642,-0.112,-0.657,-0.084
35431001,Ontario,350,-0.401,-0.496,-0.918,-0.014
35431002,Ontario,365,-0.082,0.105,-0.66,-0.168
35431003,Ontario,790,0.432,0.081,-0.093,1.298
35431004,Ontario,510,1.14,-0.239,2.679,-0.61
35431005,Ontario,345,-0.439,-0.252,-0.454,-0.239
35431006,Ontario,505,-0.106,-0.029,-0.64,0.469
35431007,Ontario,535,-0.242,-0.168,-0.412,-0.347
35431008,Ontario,435,-0.919,-0.481,0.001,-0.621
35431009,Ontario,510,-0.558,-0.518,0.408,-0.117
35431010,Ontario,505,0.887,0.543,0.467,1.44
35431011,Ontario,365,-0.15,-0.684,-0.446,-0.8
35431012,Ontario,415,-0.188,0.354,-0.407,0.718
35431013,Ontario,510,-0.357,-0.77,-0.554,0.088
35431014,Ontario,420,0.69,-0.421,-0.457,0.78
35431015,Ontario,320,0.596,-0.48,0.2,1.07
35431016,Ontario,355,0.645,-0.467,-0.02,0.725
35431017,Ontario,335,1.672,-0.505,-0.689,0.825
35431018,Ontario,410,2.011,-0.445,2.042,-0.881
35431019,Ontario,1080,0.967,-0.376,3.466,-1.05
35431020,Ontario,520,0.965,-0.262,0.104,0.863
35431021,Ontario,600,1.176,-0.203,-0.343,1.043
35431022,Ontario,405,1.598,0.139,0.116,0.774
35431023,Ontario,565,2.137,-0.208,0.652,-0.003
35431024,Ontario,525,0.365,-0.279,-0.6,0.939
35431025,Ontario,775,1.243,0.075,-0.182,0.258
35431026,Ontario,475,-0.578,-0.111,-0.253,-0.38
35431027,Ontario,480,-0.704,-0.389,0.879,0.024
35431028,Ontario,355,-0.079,-0.054,0.035,0.268
35431029,Ontario,275,0.319,-0.691,-0.423,0.663
35431030,Ontario,555,0.28,0.29,-0.21,0.952
35431031,Ontario,580,-0.265,0.017,-0.46,0.325
35431032,Ontario,470,-1.15,-0.384,0.157,-0.781
35431033,Ontario,390,0.27,-0.143,-0.13,0.791
35431034,Ontario,350,-1.195,-0.415,0.626,-0.257
35431035,Ontario,425,-1.068,-0.7,0.509,-0.574
35431036,Ontario,465,-0.53,-0.169,-0.837,-0.311
35431037,Ontario,400,-0.068,-0.365,-0.038,-0.378
35431038,Ontario,400,2.182,-0.35,2.706,-0.007
35431039,Ontario,530,1.892,0.038,1.817,-0.565
35431040,Ontario,475,1.21,0.213,0.88,1.213
35431041,Ontario,390,0.763,0.178,-0.664,1.83
35431042,Ontario,365,0.413,-0.068,-0.714,0.547
35431043,Ontario,385,-0.065,-0.251,-0.357,-0.095
35431044,Ontario,715,0.379,-0.412,0.015,0.138
35431045,Ontario,480,0.71,-0.572,-0.329,0.197
35431046,Ontario,435,0.228,-0.654,-0.522,0.219
35431047,Ontario,395,1.364,-0.273,0.453,0.582
35431048,Ontario,410,1.383,-0.356,-0.479,0.596
35431049,Ontario,375,1.647,-0.306,0.452,0.737
35431050,Ontario,390,2.757,-0.158,0.529,0.852
35431051,Ontario,350,0.729,-0.779,-0.369,-0.578
35431052,Ontario,460,1.998,-0.404,0.949,0.073
35431053,Ontario,480,0.271,0.032,-0.337,0.534
35431054,Ontario,650,1.593,-0.158,0.478,0.194
35431055,Ontario,405,1.204,-0.323,-0.08,0.408
35431056,Ontario,545,1.851,0.343,0.684,2.374
35431057,Ontario,275,0.018,-0.593,-0.12,-0.408
35431058,Ontario,470,1.659,-0.222,1.006,1.031
35431059,Ontario,575,2.521,-0.044,0.87,-0.245
35431060,Ontario,595,2.412,-0.41,2.392,-0.072
35431061,Ontario,455,1.962,-0.419,1.248,-0.854
35431062,Ontario,455,1.056,-0.481,2.426,-0.94
35431063,Ontario,525,2.404,-0.462,2.248,-0.35
35431064,Ontario,485,-0.09,-0.715,-0.191,-0.333
35431065,Ontario,410,1.721,-0.227,-0.837,1.396
35431066,Ontario,415,1.583,-0.05,0.78,0.937
35431067,Ontario,560,0.326,-0.39,-0.501,0.272
35431068,Ontario,235,0.29,-0.593,-0.367,0.32
35431069,Ontario,515,0.64,0.178,-0.092,0.581
35431070,Ontario,495,-0.23,-0.295,-0.094,-0.347
35431071,Ontario,540,-0.087,-0.25,-0.333,0.503
35431072,Ontario,590,1.134,-0.183,1.374,1.023
35431073,Ontario,855,1.268,0.013,-0.238,-0.087
35431074,Ontario,230,-0.146,0.306,-0.936,-0.903
35431075,Ontario,1330,-0.282,-0.106,0.15,-0.653
35431076,Ontario,430,-0.367,0.066,-0.871,0.211
35431077,Ontario,490,-0.314,0.195,-0.728,-0.433
35431078,Ontario,350,0.092,-0.166,-0.056,-0.658
35431079,Ontario,535,-0.414,-0.135,-1.383,-0.097
35431080,Ontario,700,0.154,0.05,-1.262,-0.252
35431081,Ontario,530,-0.14,-0.407,-0.56,0.04
35431082,Ontario,395,-0.888,-0.255,0.832,0.122
35431083,Ontario,365,-0.444,-0.24,-0.364,0.891
35431084,Ontario,430,0.69,-0.172,-0.131,1.06
35431085,Ontario,440,-0.384,-0.147,-0.639,-0.331
35431086,Ontario,465,-0.357,-0.051,0.468,0.4
35431087,Ontario,485,-0.287,-0.305,-0.069,-0.46
35431089,Ontario,1025,-0.08,-0.093,-0.653,-0.209
35431090,Ontario,1785,0.151,0.141,-0.478,-0.185
35431091,Ontario,880,0.809,0.002,-1.158,0.775
35431092,Ontario,450,-0.319,0.279,-0.678,0.171
35431099,Ontario,470,-0.319,-0.613,-0.317,-0.917
35431101,Ontario,545,0.824,-0.154,0.399,0.025
35431102,Ontario,450,0.081,-0.15,0.417,0.007
35431103,Ontario,360,-0.23,-0.335,0.467,-0.093
35431104,Ontario,690,-0.423,0.467,-0.734,0.317
35431105,Ontario,340,0.224,0.164,-1.599,-0.205
35431108,Ontario,610,-0.611,-0.625,-0.34,-0.442
35431109,Ontario,510,1.199,-0.212,0.893,0.316
35431110,Ontario,465,1.087,-0.074,1.343,-0.417
35431111,Ontario,465,0.774,-0.555,1.472,-0.177
35431112,Ontario,565,0.107,-0.363,1.104,-0.409
35431113,Ontario,435,0.147,-0.676,-0.187,-0.137
35431114,Ontario,395,0.093,-0.775,0.266,-0.386
35431115,Ontario,490,-0.063,-0.715,0.053,-0.636
35431116,Ontario,560,0.223,-0.426,-0.071,0.842
35431117,Ontario,340,-0.396,-0.467,0.113,0.2
35431118,Ontario,545,1.561,0.168,-0.652,0.624
35431119,Ontario,1980,-0.973,-0.122,-0.677,-0.622
35431120,Ontario,645,-0.918,-0.406,-0.85,-0.699
35431121,Ontario,495,-0.808,-0.261,0.314,-0.512
35431122,Ontario,465,-1.092,-0.331,-0.845,-0.663
35431123,Ontario,420,-0.922,-0.437,-0.589,-0.08
35431124,Ontario,420,-0.232,-0.222,-0.95,-0.427
35431125,Ontario,315,-0.502,-0.488,-0.694,-0.535
35431126,Ontario,450,-0.622,-0.001,-0.982,-0.389
35431127,Ontario,1220,-0.334,-0.02,-0.376,-0.55
35431128,Ontario,325,-1.003,-0.414,-0.298,-0.814
35431129,Ontario,420,-0.986,-0.572,-0.557,-0.395
35431131,Ontario,710,-0.913,0.198,-1.209,-0.898
35431132,Ontario,1280,-0.477,0.327,-1.097,-0.484
35431133,Ontario,430,-0.931,-0.432,-0.498,-0.779
35431135,Ontario,2870,0.026,0.503,-0.71,-0.069
35431136,Ontario,480,-0.941,0.223,-0.727,-0.514
35431137,Ontario,510,-0.559,-0.007,-0.896,-0.364
35431139,Ontario,390,-0.828,-0.756,-0.209,-0.486
35431140,Ontario,370,-0.923,0.443,-0.117,-0.06
35431141,Ontario,360,-0.846,-0.566,-0.257,-0.634
35431142,Ontario,500,0.097,-0.855,4.04,-1.014
35431143,Ontario,640,-0.11,-0.804,4.108,-0.613
35431144,Ontario,540,0.038,-0.728,4.573,-0.987
35431145,Ontario,520,0.109,-0.867,4.118,-0.695
35431146,Ontario,460,-0.89,-0.451,-0.872,0.038
35431147,Ontario,810,-0.591,-0.451,0.13,-0.15
35431148,Ontario,485,-0.505,-0.631,0.044,0.135
35431150,Ontario,1035,0.503,-0.274,-0.59,-0.485
35431151,Ontario,645,-0.898,-0.04,0.253,-0.339
35431152,Ontario,575,-1.234,-0.708,-0.496,-0.636
35431153,Ontario,770,-0.731,-0.268,-0.161,-0.604
35431154,Ontario,640,-0.811,-0.518,0.199,-0.368
35431155,Ontario,535,-0.698,-0.417,-0.305,-0.155
35431156,Ontario,390,-0.845,-0.812,0.127,0.05
35431157,Ontario,745,-0.914,-0.709,0.095,-0.209
35431158,Ontario,480,-0.934,-0.744,0.263,-0.45
35431159,Ontario,770,-0.724,-0.643,0.197,-0.285
35431160,Ontario,750,-0.904,-0.662,-1.553,-0.395
35431161,Ontario,565,-0.66,-0.508,0.027,-0.174
35431162,Ontario,460,-1.01,-0.769,0.178,-0.306
35431163,Ontario,610,-0.786,-0.68,0.132,-0.35
35431164,Ontario,380,-0.541,-0.92,0.969,-0.981
35431166,Ontario,1080,0.455,-0.059,0.136,0.406
35431167,Ontario,410,-0.054,-0.565,-0.153,0.861
35431168,Ontario,450,-0.581,-0.634,0.715,-0.245
35431169,Ontario,640,-0.07,-0.424,0.562,-0.187
35431170,Ontario,1055,-0.366,-0.556,0.468,0.198
35431171,Ontario,355,0.385,-0.712,0.951,0.106
35431172,Ontario,405,-0.006,-0.376,0.52,0.569
35431173,Ontario,335,0.238,-0.379,1.308,0.49
35431174,Ontario,335,-0.022,-0.626,0.95,0.884
35431175,Ontario,320,1.171,-0.499,-0.125,1.175
35431176,Ontario,380,0.261,-0.619,-0.03,0.67
35431177,Ontario,345,1.589,-0.401,0.966,1.346
35431178,Ontario,440,1.379,-0.344,0.507,1.255
35431179,Ontario,395,0.873,-0.534,0.416,0.508
35431180,Ontario,470,0.327,-0.582,-0.507,0.723
35431181,Ontario,435,1.144,-0.437,-0.568,1.039
35431182,Ontario,475,2.043,0.208,1.291,2.03
35431183,Ontario,545,0.725,-0.637,0.041,0.207
35431184,Ontario,325,2.931,-0.548,0.158,0.515
35431185,Ontario,375,1.678,-0.731,1.743,0.327
35431186,Ontario,475,2.23,-0.279,1.929,0.928
35431187,Ontario,910,0.982,-0.444,0.309,0.449
35431188,Ontario,445,0.096,-0.384,0.652,0.809
35431189,Ontario,635,1.318,-0.466,0.092,1.134
35431190,Ontario,515,0.732,-0.43,0.938,0.279
35431191,Ontario,405,0.422,-0.52,-0.167,1.019
35431192,Ontario,465,0.591,-0.199,-0.21,1.365
35431193,Ontario,505,0.16,-0.515,0.44,0.253
35431194,Ontario,415,-0.186,-0.407,-0.357,0.247
35431195,Ontario,475,-0.019,-0.492,-0.064,0.166
35431196,Ontario,475,1.359,-0.399,0.863,1.014
35431197,Ontario,350,0.544,-0.748,2.252,0.887
35431198,Ontario,445,0.014,-0.709,1.103,-0.635
35431199,Ontario,390,-0.173,-0.56,-0.789,-0.054
35431200,Ontario,835,-0.077,-0.51,1.987,-0.748
35431201,Ontario,660,-0.287,-0.691,3.042,-1.402
35431202,Ontario,665,-0.074,-0.346,2.812,-0.52
35431203,Ontario,420,-0.185,-0.719,0.95,0.51
35431204,Ontario,375,0.489,-0.517,-0.115,0.759
35431205,Ontario,425,1.138,-0.561,0.997,0.218
35431206,Ontario,410,-0.111,-0.867,-0.204,-0.063
35431207,Ontario,475,-0.11,-0.736,1.102,-0.642
35431208,Ontario,545,0.289,-0.147,-0.213,0.748
35431209,Ontario,445,-0.847,-0.559,-0.135,-0.541
35431210,Ontario,445,-0.652,-0.926,0.77,-0.796
35431211,Ontario,500,0.285,-0.451,-0.311,0.361
35431212,Ontario,565,0.414,-0.559,1.32,0.038
35431213,Ontario,490,1.105,-0.689,2.088,0.014
35431214,Ontario,200,-0.09,-0.492,0.37,-0.183
35431215,Ontario,570,0.789,-0.561,0.538,0.34
35431216,Ontario,425,0.874,-0.418,1.253,0.231
35431217,Ontario,580,0.168,-0.458,0.804,-0.363
35431218,Ontario,370,1.086,-0.524,3.808,-0.665
35431219,Ontario,355,0.263,-0.585,0.122,0.176
35431220,Ontario,375,0.129,-0.693,0.504,-0.167
35431221,Ontario,320,0.264,-0.669,1.915,-0.492
35431222,Ontario,470,-0.669,-0.334,0.004,-0.431
35431223,Ontario,685,0.263,-0.797,2.324,-1.057
35431224,Ontario,440,0.002,-0.366,0.876,0.497
35431225,Ontario,750,-0.727,-0.712,0.054,-0.727
35431226,Ontario,570,0.028,-0.865,2.197,-0.286
35431227,Ontario,720,-0.786,-0.592,0.419,-0.262
35431228,Ontario,705,-0.841,-0.629,0.752,-0.405
35431229,Ontario,895,-0.678,-0.485,-0.105,0.273
35431230,Ontario,595,-0.506,-0.748,0.721,-0.378
35431231,Ontario,570,-0.372,-0.799,1.059,0.442
35431234,Ontario,435,-0.623,-0.518,-0.16,0.506
35431239,Ontario,725,-0.538,-0.614,0.372,0.34
35431240,Ontario,540,-0.49,-0.659,-0.062,0.092
35431241,Ontario,1070,-0.912,-0.683,0.542,-0.505
35431242,Ontario,715,-0.835,-0.61,0.401,-0.475
35431243,Ontario,485,-0.739,-0.894,-0.054,-0.373
35431244,Ontario,495,-0.452,-0.458,1.078,0.279
35431245,Ontario,450,-0.67,-0.692,0.326,0.332
35431246,Ontario,845,-0.136,-0.57,1.791,-0.587
35431247,Ontario,435,-0.189,-0.426,2.693,-0.815
35431248,Ontario,625,-0.241,-0.44,0.68,0.269
35431249,Ontario,415,0.024,-0.628,1.08,0.467
35431250,Ontario,730,-0.736,-0.684,1.793,-1.27
35431251,Ontario,405,-0.394,-0.59,0.31,0.285
35431252,Ontario,545,-0.52,-0.473,-0.297,-0.129
35431254,Ontario,870,-0.571,-0.729,-0.283,-0.613
35431258,Ontario,795,-0.672,-0.487,0.638,-0.234
35431259,Ontario,560,-0.669,-0.636,0.262,-0.383
35431260,Ontario,665,-0.623,-0.74,1.07,-0.26
35431261,Ontario,665,-0.919,-0.497,-0.247,0.227
35431262,Ontario,805,-0.341,-0.64,-0.499,-0.216
35431263,Ontario,685,-0.774,-0.629,0.183,-0.738
35431264,Ontario,1020,-0.85,-0.582,-0.558,-0.774
35431265,Ontario,655,-0.877,-0.394,0.557,-0.39
35431266,Ontario,650,-0.479,-0.66,1.157,-0.51
35431267,Ontario,415,-0.355,-0.713,3.88,-0.649
35431268,Ontario,2875,0.266,0.163,-0.946,-0.091
35431269,Ontario,845,-0.091,0.231,-0.58,-0.254
35431270,Ontario,395,-0.415,-0.963,1.547,-0.299
35431271,Ontario,470,-0.964,-0.797,-0.311,-1.018
35431272,Ontario,565,-0.907,-0.552,0.514,0.13
35431273,Ontario,775,-1,-0.599,-0.519,-0.578
35431274,Ontario,445,-0.241,-0.484,-0.355,0.143
35431275,Ontario,635,-0.88,-0.728,-0.542,-0.481
35431276,Ontario,800,-1.027,-0.698,-0.583,-0.718
35431277,Ontario,465,-0.402,-0.446,-0.41,0.178
35431279,Ontario,615,-0.317,-0.146,-0.319,0.041
35431280,Ontario,415,-0.629,-0.291,-0.601,-0.212
35431281,Ontario,475,-0.256,-0.298,-0.152,-0.32
35431282,Ontario,545,-0.733,-0.015,-0.022,0.029
35431283,Ontario,450,-0.301,-0.399,0.767,0.379
35431284,Ontario,425,0.83,-0.258,0.278,0.656
35431285,Ontario,525,0.107,-0.285,0.05,0.537
35431286,Ontario,390,-0.692,-0.371,-0.685,-0.44
35431287,Ontario,345,-0.488,-0.317,-0.203,0.301
35431288,Ontario,280,-0.841,-0.4,0.349,-0.086
35431289,Ontario,370,-0.852,-0.342,-0.37,-0.343
35431290,Ontario,470,-0.945,-0.359,-0.435,0.197
35431293,Ontario,395,-0.475,-0.363,0.382,-0.198
35431294,Ontario,630,-0.227,-0.214,-0.642,-0.218
35431295,Ontario,535,-0.559,-0.554,-0.643,-0.341
35431296,Ontario,1995,0.056,0.355,-0.943,-0.286
35431297,Ontario,520,-0.765,-0.214,-0.635,0.106
35431298,Ontario,565,-0.247,-0.35,0.177,-0.382
35431299,Ontario,485,-0.804,-0.62,-0.153,-0.221
35431300,Ontario,615,-0.217,0.214,-0.865,0.135
35431301,Ontario,900,-0.618,0.151,-0.491,0.086
35431302,Ontario,6255,-0.538,0.415,-0.66,-0.183
35431303,Ontario,700,-0.837,-0.07,0.116,-0.152
35431305,Ontario,635,0.047,0.169,-0.973,0.2
35431307,Ontario,565,-0.748,-0.444,-0.735,0.421
35431309,Ontario,455,0.903,-0.399,6.884,-2.395
35431310,Ontario,650,-0.651,-0.408,0.666,-0.373
35431311,Ontario,390,1.784,-0.242,1.517,0.989
35431312,Ontario,740,0.156,0.231,-0.448,-0.536
35431313,Ontario,415,-0.471,0.163,-0.989,-0.111
35431314,Ontario,305,2.126,-0.029,1.599,0.043
35431315,Ontario,430,0.763,-0.078,-0.109,0.928
35431316,Ontario,435,0.168,0.338,-0.478,0.951
35431317,Ontario,385,-0.283,-0.24,-0.531,-0.012
35431318,Ontario,390,0.067,-0.059,-1.077,0.098
35431319,Ontario,415,-0.588,-0.046,-0.556,-0.111
35431320,Ontario,240,-0.68,-0.474,0.205,-0.708
35431321,Ontario,1375,0.595,0.232,-0.479,-0.294
35431322,Ontario,620,-0.537,-0.167,-1.267,-0.188
35431323,Ontario,380,-0.045,-0.039,-0.369,-0.31
35431324,Ontario,530,0.346,0.405,-0.084,0.548
35431325,Ontario,345,-0.605,-0.211,0.357,-0.258
35431327,Ontario,1840,-0.906,-0.42,-0.496,-0.391
35431328,Ontario,480,-0.608,0.152,0.111,0.178
35431329,Ontario,1145,-0.626,-0.683,1.66,-0.483
35431330,Ontario,380,-0.885,-0.842,-0.747,-0.124
35431331,Ontario,165,-0.907,-0.795,0.237,0.17
35431332,Ontario,600,-1.189,-0.646,0.506,-0.427
35431333,Ontario,495,-0.673,-0.658,-0.704,0.763
35431334,Ontario,260,-0.061,-0.951,0.531,0.246
35431335,Ontario,410,-0.29,-0.701,1.981,0.533
35431336,Ontario,610,-0.12,-0.656,0.368,0.547
35431337,Ontario,490,-0.581,-0.785,0.229,-0.159
35431338,Ontario,295,-0.448,0.114,0.128,0.216
35431339,Ontario,535,-0.727,0.543,-0.141,-0.078
35431340,Ontario,330,-0.88,-0.019,-0.728,-0.547
35431342,Ontario,500,-0.15,-0.083,-0.979,-0.045
35431346,Ontario,915,0.611,0.147,-1.003,0.436
35431347,Ontario,825,0.414,0.096,-1.015,0.421
35431348,Ontario,640,0.175,0.111,-1.849,-0.163
35431349,Ontario,585,-0.335,-0.398,-0.404,0.157
35431350,Ontario,575,-0.405,-0.185,0.196,-0.441
35431352,Ontario,790,-0.947,0.697,-0.633,-0.249
35431353,Ontario,1080,-0.105,-0.011,0.821,-0.625
35431354,Ontario,440,-0.876,-0.507,0.506,-0.15
35431355,Ontario,6200,-0.649,0.272,-0.864,-0.358
35431357,Ontario,1010,-1.071,-0.591,0.353,-0.51
35431358,Ontario,460,-0.423,-0.563,0.111,0.343
35431359,Ontario,705,-1.157,-0.74,-0.132,0.294
35431360,Ontario,1105,0.493,-0.616,2.524,-0.14
35431361,Ontario,790,-0.763,-0.643,-0.217,-0.324
35431364,Ontario,1020,0.528,0.491,-1.051,0.153
35431365,Ontario,570,-0.32,0.049,-0.937,-0.282
35431366,Ontario,1000,0.059,0.424,-1.399,0.637
35431367,Ontario,480,0.393,0.493,-1.025,0.705
35431368,Ontario,1090,0.755,0.309,-1.01,0.013
35431369,Ontario,2280,-0.456,0.495,-1.096,-0.318
35431370,Ontario,1100,-1.038,0.153,-1.259,-0.442
35431371,Ontario,640,-0.588,0.111,-1.03,-0.417
35431372,Ontario,340,-0.724,-0.103,-0.467,-0.341
35431373,Ontario,390,0.109,0.008,-0.049,0.218
35431375,Ontario,650,-0.467,-0.107,0.145,-0.358
35431377,Ontario,230,-0.669,-0.497,-0.361,0.582
35431379,Ontario,370,-1.262,-0.261,0.22,-0.33
35431380,Ontario,775,0.726,0.474,-0.872,-0.253
35431381,Ontario,590,0.04,-0.564,3.665,-1.457
35431382,Ontario,280,-0.649,-0.18,-0.667,-0.428
35431383,Ontario,3310,-0.273,0.729,-0.889,-0.399
35431384,Ontario,275,-0.9,-0.57,-0.672,-1.181
35431385,Ontario,560,-0.397,-0.674,1.163,-0.119
35431387,Ontario,875,-0.292,-0.695,0.838,0.093
35431389,Ontario,890,-0.311,-0.672,0.931,0.281
35431392,Ontario,6510,-0.643,0.989,-0.947,-0.52
35431393,Ontario,3080,-0.661,1.203,-0.71,-0.276
35431394,Ontario,1050,1.009,1.133,-0.106,-0.453
35431395,Ontario,5510,-0.771,0.873,-0.804,-0.403
35431396,Ontario,935,-0.899,0.334,-1.053,0.09
35431398,Ontario,1725,-1.082,0.113,-0.134,-0.424
35431399,Ontario,385,-0.812,0.809,-0.552,-0.344
35431400,Ontario,3660,-0.589,1.199,-0.749,-0.498
35431402,Ontario,925,-0.189,-0.664,-0.236,-0.287
35431403,Ontario,540,-0.566,-0.539,-0.262,-0.057
35431407,Ontario,2205,-0.273,0.38,-0.886,0.056
35431409,Ontario,575,-0.654,-0.391,-0.456,0.188
35431410,Ontario,795,-0.816,0.001,-0.638,-0.154
35431411,Ontario,640,-0.576,0.113,-1.194,0.143
35431412,Ontario,2835,-0.282,0.333,-1.077,-0.655
35431414,Ontario,450,-0.342,-0.522,-0.672,0.179
35431419,Ontario,1585,-0.677,-0.436,-0.896,-0.231
35431420,Ontario,2580,-0.437,0.277,-1.17,-0.355
35431423,Ontario,2410,-0.66,0.26,-0.774,-0.239
35431425,Ontario,80,-0.332,-0.568,-1.292,-0.396
35431426,Ontario,855,0.279,-0.239,-0.015,-0.05
35431427,Ontario,370,0.024,-0.589,0.276,-0.375
35431428,Ontario,675,0.902,-0.271,-0.385,0.356
35431429,Ontario,575,-0.479,0.005,-1.071,-0.449
35431430,Ontario,1300,-0.404,-0.147,-1.409,-0.56
35431431,Ontario,1280,-0.176,0.216,-1.129,-0.186
35431432,Ontario,1690,-0.223,0.027,-1.315,-0.461
35431433,Ontario,535,-0.575,-0.592,-0.113,-0.132
35431434,Ontario,565,-0.878,-0.462,1.285,-0.661
35431436,Ontario,1260,-0.986,-0.219,0.447,-0.924
35431437,Ontario,1190,-0.063,-0.607,0.222,-0.74
35440163,Ontario,840,-0.325,-0.853,0.945,-0.577
35440164,Ontario,475,-0.212,-0.994,0.641,-1.001
35440165,Ontario,645,-0.785,-0.635,0.723,-0.724
35440166,Ontario,1240,-0.518,-0.698,0.374,-0.48
35440167,Ontario,925,-0.034,-0.662,0.388,-0.945
35440168,Ontario,520,0.832,-0.673,1.826,0.285
35440169,Ontario,490,1.39,-0.512,1.034,0.007
35440170,Ontario,410,0.904,-0.534,0.997,1.335
35440171,Ontario,605,0.852,-0.633,0.274,0.418
35440172,Ontario,535,-0.087,-0.637,0.003,-0.342
35440173,Ontario,510,0.731,-0.453,-0.184,0.871
35440174,Ontario,490,0.402,-0.474,0.257,-0.45
35440175,Ontario,750,0.416,-0.617,0.207,-0.067
35440176,Ontario,655,0.148,-0.532,0.853,-0.01
35440177,Ontario,1060,0.055,-0.369,1.101,-0.456
35440178,Ontario,855,-0.613,-0.546,0.379,-0.174
35440179,Ontario,665,-0.706,-0.711,0.737,-0.239
35440180,Ontario,515,-0.669,-0.806,0.098,-0.066
35440181,Ontario,910,-0.174,-0.744,-0.518,-0.044
35440182,Ontario,835,-0.714,-0.634,0.448,-0.344
35440183,Ontario,420,-0.178,-0.73,1.571,-0.468
35440184,Ontario,705,0.212,-0.587,1.6,-0.606
35440185,Ontario,750,-0.882,-0.694,-0.275,-0.351
35440186,Ontario,225,-0.3,-0.645,0.158,0.036
35440187,Ontario,550,-0.896,-0.722,-0.144,0.035
35440188,Ontario,465,-0.439,-0.578,0.353,-0.345
35440189,Ontario,360,-0.915,-0.839,1.343,-0.815
35440190,Ontario,435,-0.826,-0.659,0.177,-0.189
35440191,Ontario,690,-0.801,-0.655,-0.3,-0.278
35440192,Ontario,385,-0.826,-0.558,-0.069,-0.047
35440193,Ontario,540,-0.813,-0.637,0.221,-0.24
35440194,Ontario,470,-0.995,-0.53,0.259,-0.26
35440195,Ontario,850,-0.512,-0.7,-0.318,-0.1
35440196,Ontario,830,-0.515,-0.54,-0.498,-0.446
35440197,Ontario,710,-0.92,-0.512,0.028,-0.495
35440198,Ontario,495,-0.896,-0.723,0.345,-0.813
35440199,Ontario,480,-0.076,-0.528,0.654,0.445
35440200,Ontario,460,0.337,-0.729,0.937,0.17
35440201,Ontario,380,0.362,-0.746,1.601,-0.183
35440202,Ontario,150,1.266,-0.525,1.173,0.248
35440203,Ontario,485,0.917,-0.83,-0.451,-0.144
35440205,Ontario,545,0.031,-0.799,0.865,-0.649
35440207,Ontario,670,-0.56,-0.632,1.345,-0.32
35440208,Ontario,680,0.348,-0.544,0.368,-0.374
35440209,Ontario,585,0.892,-0.671,-0.127,-0.095
35440210,Ontario,1565,-0.01,-0.478,1.149,-0.698
35440211,Ontario,985,-0.046,-0.714,0.69,-0.837
35440212,Ontario,575,-0.853,-0.813,0.226,-0.863
35440213,Ontario,1075,-0.545,-0.727,0.699,-0.483
35440214,Ontario,540,-0.65,-0.851,0.091,-0.379
35440215,Ontario,735,-0.737,-0.879,-0.705,-0.36
35440216,Ontario,565,-0.061,-0.895,0.47,0.397
35440217,Ontario,560,-0.631,-0.726,0.709,0.16
35440218,Ontario,560,-0.466,-0.989,0.022,-0.488
35440219,Ontario,650,-0.087,-0.831,-0.109,-0.671
35440220,Ontario,690,-0.395,-0.918,0.616,-0.643
35440221,Ontario,590,0.052,-0.949,0.846,-0.358
35440222,Ontario,530,-0.543,-0.737,1.45,-0.146
35440223,Ontario,645,0.183,-0.487,1.115,-0.309
35440224,Ontario,750,-0.357,-0.79,0.046,-0.153
35440225,Ontario,725,-0.022,-0.603,1.486,-0.358
35440226,Ontario,415,-0.576,-0.901,0.052,-0.343
